Research name,Publication Title,Author List,Conf/Journal Details,Citation count,Year
Cathal Gurrin,Advances in lifelog data organisation and retrieval at the ntcir-14 lifelog-3 task,"Cathal Gurrin, Hideo Joho, Frank Hopfgartner, Liting Zhou, Van-Tu Ninh, Le Tu-Khiem, Rami Albatal, Duc Tien Dang Nguyen, Graham Healy",NII Conference on Testbeds and Community for Information Access Research 16-28,5,2019
Cathal Gurrin,A Baseline Interactive Retrieval Engine for Visual Lifelogs at the NTCIR-14 Lifelog-3 Task,"Van-Tu Ninh, Le Tu-Khiem, Liting Zhou, Graham Healy, Kaushik Venkataraman, Minh Triet Tran, Duc Tien Dang Nguyen, Sinead Smyth, Cathal Gurrin",NII Conference on Testbeds and Community for Information Access Research 29-41,8,2019
Cathal Gurrin,Overview of the NTCIR-14 lifelog-3 task,"Cathal Gurrin, Hideo Joho, Frank Hopfgartner, Liting Zhou, V-T Ninh, T-K Le, Rami Albatal, D-T Dang-Nguyen, Graham Healy",Proceedings of the 14th NTCIR conference 14-26,85,2019
Cathal Gurrin,The use of wearable cameras in assessing children's dietary intake and behaviours in China,"Qianling Zhou, Di Wang, Cliona Ni Mhurchu, Cathal Gurrin, Jiang Zhou, Yu Cheng, Haijun Wang",Appetite 139 1-7,10,2019
Cathal Gurrin,Causality Inspired Retrieval of Human-object Interactions from Video,"Liting Zhou, Jianquan Liu, Shoji Nishimura, Joseph Antony, Cathal Gurrin",2019 International Conference on Content-Based Multimedia Indexing (CBMI) 1-6,0,2019
Cathal Gurrin,Activity recognition and segmentation approaches to multimodal Lifelog data,"Rashmi Gupta, Cathal Gurrin",2019 international conference on content-based multimedia indexing (CBMI) 1-7,1,2019
Cathal Gurrin,Overview of ImageCLEFlifelog 2019: solve my life puzzle and lifelog moment retrieval,"Duc Tien Dang Nguyen, Luca Piras, Michael Riegler, Liting Zhou, Mathias Lux, Minh Triet Tran, Le Tu-Khiem, Van-Tu Ninh, Cathal Gurrin",CEUR-WS,29,2019
Cathal Gurrin,"ImageCLEF 2019: Multimedia retrieval in medicine, lifelogging, security and nature","Bogdan Ionescu, Henning Muller, Renaud Péteri, Yashin Dicente Cid, Vitali Liauchuk, Vassili Kovalev, Dzmitri Klimuk, Aleh Tarasau, Asma Ben Abacha, Sadid A Hasan, Vivek Datla, Joey Liu, Dina Demner-Fushman, Duc Tien Dang Nguyen, Luca Piras, Michael Riegler, Minh Triet Tran, Mathias Lux, Cathal Gurrin, Obioma Pelka, Christoph M Friedrich, Alba Garcia Seco De Herrera, Narciso Garcia, Ergina Kavallieratou, Carlos Roberto Del Blanco, Carlos Cuevas, Nikos Vasillopoulos, Konstantinos Karampidis, Jon Chamberlain, Adrian Clark, Antonio Campello",International Conference of the Cross-Language Evaluation Forum for European …,68,2019
Cathal Gurrin,Replay detection and multi-stream synchronization in CS: GO game streams using content-based Image retrieval and Image signature matching,"Van-Tu Ninh, Le Tu-Khiem, Duc Tien Dang Nguyen, Cathal Gurrin",CEUR-WS 1 (2670),0,2019
Cathal Gurrin,DCU team at the 2019 insight for wellbeing task: multimodal personal health lifelog data analysis,"Le Tu-Khiem, Ninh Van-Tu, Zhou Liting, Duc Tien Dang Nguyen, Cathal Gurrin",CEUR-WS 1 (2670),0,2019
Cathal Gurrin,Kids’ everyday exposure to food marketing,"Ln Signal, James Stanley, M Smith, Mb Barr, Tim Chambers, J Zhou, Aaron Duane, Cathal Gurrin, Alan F. Smeaton, Christina McKerchar, Amber Pearson, Janet Hoek, Gabrielle Ls Jenkin, C Ni Mhurchu",,0,2019
Cathal Gurrin,Seeing is believing: the feasibility and acceptability of using wearable cameras to enhance self-management of heart failure,"S Cartledge, M Rogerson, Tkr Singh, V Huynh Huu, D Phung, Cathal Gurrin, C Neil, K Ball, R Maddison",EUROPEAN HEART JOURNAL 40 96-96,0,2019
Cathal Gurrin,Comparing Approaches to Interactive Lifelog Search at the Lifelog Search Challenge (LSC2018),"Cathal Gurrin, Klaus Schoeffmann, Hideo Joho, Andreas Leibetseder, Liting Zhou, Aaron Duane, Duc Tien Dang Nguyen, Michael Riegler, Luca Piras, Minh Triet Tran, Jakub Lokoč, Wolfgang Hurst",ITE Transactions on Media Technology and Applications 7 (2) 46-59,47,2019
