,Title,Citation,Conference,Publisher,Journal,Date,Authors
104,Comparing the use of edited and unedited text in parser self-training,6,Proceedings of the 12th International Conference on Parsing Technologies,Unknown,Unknown,2011,"Jennifer Foster, Ã–zlem Ã‡etinoÄŸlu, Joachim Wagner, Josef van Genabith"
105,English Machine Reading Comprehension Datasets: A Survey,5,Unknown,Unknown,Unknown,2021,"Daria Dzendzik, Carl Vogel, Jennifer Foster"
106,Report on ACL survey on preprint publishing and reviewing,5,Unknown,Association for Computational Linguistics (ACL),Unknown,2017,"Jennifer Foster, Marti Hearst, Joakim Nivre, Shiqi Zhao"
107,Morphological features of the Irish Universal Dependency treebank,5,Unknown,CEUR-WS,Unknown,2017,"Teresa Lynn, Jennifer Foster, Mark Dras"
108,The ADAPT Enhanced Dependency Parser at the IWPT 2020 Shared Task,4,Unknown,Unknown,arXiv preprint arXiv:2009.01712,2020,"James Barry, Joachim Wagner, Jennifer Foster"
109,Cross-lingual parsing with polyglot training and multi-treebank learning: A Faroese case study,4,Unknown,Unknown,arXiv preprint arXiv:1910.07938,2019,"James Barry, Joachim Wagner, Jennifer Foster"
110,Query expansion for sentence retrieval using pseudo relevance feedback and word embedding,4,International Conference of the Cross-Language Evaluation Forum for European Languages,"Springer, Cham",Unknown,2017,"Piyush Arora, Jennifer Foster, Gareth JF Jones"
111,DCU at FIRE 2013: Cross Language! ndian News Story Search,4,Unknown,Unknown,Unknown,2013,"Piyush Arora, Jennifer Foster, Gareth JF Jones"
112,Similarity rules! exploring methods for ad-hoc rule detection,4,Unknown,"LOT, Netherlands Graduate School of Linguistics",LOT Occasional Series,2008,"Markus Dickinson, Jennifer Foster"
113,Detecting grammatical errors using probabilistic parsing,4,Unknown,Unknown,Workshop on Interfaces of Intelligent Computer-Assisted Language Learning,2006,"Joachim Wagner, Jennifer Foster, Josef van Genabith"
114,Shape of synth to come: Why we should use synthetic data for English surface realization,3,Unknown,Unknown,arXiv preprint arXiv:2005.02693,2020,"Henry Elder, Robert Burke, Alexander O'Connor, Jennifer Foster"
115,Any-gram kernels for sentence classification: A sentiment analysis case study,3,Unknown,Unknown,arXiv preprint arXiv:1712.07004,2017,"Rasoul Kaljahi, Jennifer Foster"
116,Syntax and semantics in quality estimation of machine translation,3,"Proceedings of SSST-8, Eighth Workshop on Syntax, Semantics and Structure in Statistical Translation",Unknown,Unknown,2014,"Rasoul Kaljahi, Jennifer Foster, Johann Roturier"
117,How to make neural natural language generation as reliable as templates in task-oriented dialogue,2,Unknown,Association for Computational Linguistics (ACL),Unknown,2020,"Henry Elder, Alexander O'Connor, Jennifer Foster"
118,Ilfhocail: A Lexicon of Irish MWEs,2,Proceedings of the Joint Workshop on Multiword Expressions and WordNet (MWE-WN 2019),Unknown,Unknown,2019,"Abigail Walsh, Teresa Lynn, Jennifer Foster"
119,ADAPT. DCU at TREC LiveQA: A sentence retrieval based approach to live question answering,2,Unknown,Dublin City University Dublin Ireland,Unknown,2015,"Dasha Bogdanova, Debasis Ganguly, Jennifer Foster, Ali H Vahid"
120,Quizzes on Tap: Exporting a Test Generation System from one Less-Resourced Language to Another,2,Unknown,Unknown,Unknown,2011,"Montse Maritxalar, Elaine Ui Donnchadha, Jennifer Foster, Monica Ward"
121,Improving dependency label accuracy using statistical post-editing: A cross-framework study,2,Unknown,Unknown,Unknown,2011,"Ozlem Cetinoglu, Anton Bryl, Jennifer Foster, Josef Van Genabith"
122,Using Decision Trees to Detect and Classify Grammatical Errors,2,Unknown,Unknown,Presentation at the Calico,2008,"Joachim Wagner, Jennifer Foster, Josef van Genabith"
123,Improving Document-Level Sentiment Analysis with User and Product Context,1,Unknown,Unknown,arXiv preprint arXiv:2011.09210,2020,"Chenyang Lyu, Jennifer Foster, Yvette Graham"
124,Annotating Verbal MWEs in Irish for the PARSEME Shared Task 1.2,1,Unknown,Association for Computational Linguistics (ACL),Unknown,2020,"Abigail Walsh, Teresa Lynn, Jennifer Foster"
125,Q. Can knowledge graphs be used to answer Boolean questions? A. Itâ€™s complicated!,1,Unknown,Association for Computational Linguistics (ACL),Unknown,2020,"Daria Dzendzik, Carl Vogel, Jennifer Foster"
126,Is it Dish Washer Safe? Automatically Answering â€œYes/Noâ€ Questions using Customer Reviews,1,Proceedings of the 2019 Conference of the North American Chapter of the Association for Computational Linguistics: Student Research Workshop,Unknown,Unknown,2019,"Daria Dzendzik, Carl Vogel, Jennifer Foster"
127,Sentiment Expression Boundaries in Sentiment Polarity Classification,1,"Proceedings of the 9th Workshop on Computational Approaches to Subjectivity, Sentiment and Social Media Analysis",Unknown,Unknown,2018,"Rasoul Kaljahi, Jennifer Foster"
128,Applying query formulation and fusion techniques for cross language news story search,1,Unknown,Unknown,Unknown,2013,"Piyush Arora, Jennifer Foster, Gareth JF Jones"
129,Exploiting syntax in sentiment polarity classification,1,Unknown,Unknown,Dublin: Dublin City University,2009,"Wolfgang Seeker, Adam Bermingham, Jennifer Foster, Deirdre Hogan"
130,Revisiting Tri-training of Dependency Parsers,Unknown,Unknown,Unknown,arXiv preprint arXiv:2109.08122,2021,"Joachim Wagner, Jennifer Foster"
131,Improving Unsupervised Question Answering via Summarization-Informed Question Generation,Unknown,Unknown,Unknown,arXiv preprint arXiv:2109.07954,2021,"Chenyang Lyu, Lifeng Shang, Yvette Graham, Jennifer Foster, Xin Jiang, Qun Liu"
132,gaBERT--an Irish Language Model,Unknown,Unknown,Unknown,arXiv preprint arXiv:2107.12930,2021,"James Barry, Joachim Wagner, Lauren Cassidy, Alan Cowap, Teresa Lynn, Abigail Walsh, MÃ­cheÃ¡l J Ã“ Meachair, Jennifer Foster"
133,The DCU-EPFL Enhanced Dependency Parser at the IWPT 2021 Shared Task,Unknown,Unknown,Unknown,arXiv preprint arXiv:2107.01982,2021,"James Barry, Alireza Mohammadshahi, Joachim Wagner, Jennifer Foster, James Henderson"
134,Naive Bayes versus BERT: Jupyter notebook assignments for an introductory NLP course,Unknown,Proceedings of the Fifth Workshop on Teaching NLP,Unknown,Unknown,2021,"Jennifer Foster, Joachim Wagner"
135,Universal Dependencies Treebanks 1.2 (see http://universaldependencies. org/),Unknown,Unknown,Unknown,Unknown,2015,"Joakim Nivre, Å½eljko AgiÄ‡, Maria Jesus Aranzabe, Masayuki Asahara, Aitziber Atutxa, Miguel Ballesteros, John Bauer, Kepa Bengoetxea, Riyaz Ahmad Bhat, Cristina Bosco, Sam Bowman, Giuseppe GA Celano, Miriam Connor, Marie Catherine de Marneffe, Arantza Diaz de Ilarraza, Kaja Dobrovoljc, Timothy Dozat, TomaÅ¾ Erjavec, RichÃ¡rd Farkas, Jennifer Foster, Daniel Galbraith, Filip Ginter, Iakes Goenaga, Koldo Gojenola, Yoav Goldberg, Berta Gonzales, Bruno Guillaume, Jan HajiÄ, Dag Haug, Radu Ion, Elena Irimia, Anders Johannsen, Hiroshi Kanayama, Jenna Kanerva, Simon Krek, Veronika Laippala, Alessandro Lenci, Nikola LjubeÅ¡iÄ‡, Teresa Lynn, Christopher Manning, CÄƒtÄƒlina MÄƒrÄƒnduc, David MareÄek, HÃ©ctor MartÃ­nez Alonso, Jan MaÅ¡ek, Yuji Matsumoto, Ryan Mcdonald, Anna MissilÃ¤, Verginica Mititelu, Yusuke Miyao, Simonetta Montemagni, Shunsuke Mori, Hanna Nurmi, Petya Osenova, Lilja Ã˜vrelid, Elena Pascual, Marco Passarotti, Cenel Augusto Perez, Slav Petrov, Jussi Piitulainen, Barbara Plank, Martin Popel, Prokopis Prokopidis, Sampo Pyysalo, Loganathan Ramasamy, Rudolf Rosa, Shadi Saleh, Sebastian Schuster, Wolfgang Seeker, Mojgan Seraji, Natalia Silveira, Maria Simi, Radu Simionescu, Katalin SimkÃ³, Kiril Simov, Aaron Smith, Jan Å tÄ›pÃ¡nek, Alane Suhr, Zsolt SzÃ¡ntÃ³, Takaaki Tanaka, Reut Tsarfaty, Sumire Uematsu, Larraitz Uria, Viktor Varga, Veronika Vincze, ZdenÄ›k Å½abokrtskÃ½, Daniel Zeman, Hanzhi Zhu"
136,Conference programme,Unknown,Unknown,Unknown,Unknown,2014,"William Lamb, Samuel Danso, Monica Ward, Caoimhin O Donnaile, Thierry Poibeau, Kevin Scannell, Teresa Lynn, Jennifer Foster, Mark Dras, Lamia Tounsi"
137,Analyse syntaxique des langues naturelles par combinaison de grammaires algÃ©briques et dÃ©composition lagrangienne,Unknown,ROADEF-15Ã¨me congrÃ¨s annuel de la SociÃ©tÃ© franÃ§aise de recherche opÃ©rationnelle et d'aide Ã  la dÃ©cision,Unknown,Unknown,2014,"Joseph Le Roux, Antoine Rozenknop, Jennifer Foster"
138,Proceedings of the ACL 2012 Joint Workshop on Statistical Parsing and Semantic Processing of Morphologically Rich Languages,Unknown,Proceedings of the ACL 2012 Joint Workshop on Statistical Parsing and Semantic Processing of Morphologically Rich Languages,Unknown,Unknown,2012,"Marianna Apidianaki, Ido Dagan, Jennifer Foster, Yuval Marton, DjamÃ© Seddah, Reut Tsarfaty"
139,Proceedings of the Second Workshop on Statistical Parsing of Morphologically Rich Languages,Unknown,Proceedings of the Second Workshop on Statistical Parsing of Morphologically Rich Languages,Unknown,Unknown,2011,"DjamÃ© Seddah, Reut Tsarfaty, Jennifer Foster"
140,Statistical parsing of morphologically rich languages,Unknown,Unknown,Unknown,"The 1st Workshop on Statistical Parsing of Morphologically Rich Languages, NAACL",2010,"Reut Tsarfaty, Djame Seddah, Yoav Goldberg, Sandra Kuebler, Yannick Versley, Marie Candito, Jennifer Foster, Ines Rehbein, Lamia Tounsi"
141,Statistical Machine Translation,Unknown,Unknown,Unknown,Unknown,Unknown,Jennifer Foster
142,"SÃ©minaire RCLN: 01/07/2013 14: 00 After the f-score: applying parser output in sentiment analysis, grammatical error detection and quality estimation for machine translation â€¦",Unknown,Unknown,Unknown,Unknown,Unknown,Jennifer Foster
143,Underspecified Syntax for Structurally Ambiguous Sentences,Unknown,Unknown,Unknown,Unknown,Unknown,Jennifer Foster
144,Findings of the 2017 conference on machine translation (wmt17),578,Proceedings of the Second Conference on Machine Translation,Unknown,Unknown,2017,"OndÅ™ej Bojar, Rajen Chatterjee, Christian Federmann, Yvette Graham, Barry Haddow, Shujian Huang, Matthias Huck, Philipp Koehn, Qun Liu, Varvara Logacheva, Christof Monz, Matteo Negri, Matt Post, Raphael Rubino, Lucia Specia, Marco Turchi"
145,Findings of the 2016 conference on machine translation,507,"Proceedings of the First Conference on Machine Translation: Volume 2, Shared Task Papers",Unknown,Unknown,2016,"OndÅ™ej Bojar, Rajen Chatterjee, Christian Federmann, Yvette Graham, Barry Haddow, Matthias Huck, Antonio Jimeno Yepes, Philipp Koehn, Varvara Logacheva, Christof Monz, Matteo Negri, Aurelie Neveol, Mariana Neves, Martin Popel, Matt Post, Raphael Rubino, Carolina Scarton, Lucia Specia, Marco Turchi, Karin Verspoor, Marcos Zampieri"
146,Findings of the 2019 conference on machine translation (wmt19),327,"Proceedings of the Fourth Conference on Machine Translation (Volume 2: Shared Task Papers, Day 1)",Unknown,Unknown,2019,"LoÃ¯c Barrault, OndÅ™ej Bojar, Marta R Costa-Jussa, Christian Federmann, Mark Fishel, Yvette Graham, Barry Haddow, Matthias Huck, Philipp Koehn, Shervin Malmasi, Christof Monz, Mathias MÃ¼ller, Santanu Pal, Matt Post, Marcos Zampieri"
147,Results of the WMT17 Metrics Shared Task,199,"Proceedings of the Second Conference on Machine Translation, Volume 2: Shared Task Papers",Unknown,Unknown,2017,"Ondrej Bojar, Yvette Graham, Amir Kamran"
148,Results of the wmt16 metrics shared task,148,Unknown,Unknown,"Proceedings of the First Conference on Machine Translation: Volume 2, Shared Task Papers",2016,"OndÅ™ej Bojar, Yvette Graham, Amir Kamran, MiloÅ¡ StanojeviÄ‡"
149,Can machine translation systems be evaluated by the crowd alone,110,Unknown,Cambridge University Press,Natural Language Engineering,2017,"Yvette Graham, Timothy Baldwin, Alistair Moffat, Justin Zobel"
150,"Trecvid 2018: Benchmarking video activity detection, video captioning and matching, video storytelling linking and video search",97,Proceedings of TRECVID 2018,Unknown,Unknown,2018,"George Awad, Asad Butt, Keith Curtis, Yooyoung Lee, Jonathan Fiscus, Afzad Godil, David Joy, Andrew Delgado, Alan Smeaton, Yvette Graham, Wessel Kraaij, Georges QuÃ©not, Joao Magalhaes, David Semedo, Saverio Blasi"
151,Continuous measurement scales in human evaluation of machine translation,96,Proceedings of the 7th Linguistic Annotation Workshop and Interoperability with Discourse,Unknown,Unknown,2013,"Yvette Graham, Timothy Baldwin, Alistair Moffat, Justin Zobel"
152,"Trecvid 2017: evaluating ad-hoc and instance video search, events detection, video captioning, and hyperlinking",92,TREC Video Retrieval Evaluation (TRECVID),Unknown,Unknown,2017,"George Awad, Asad Butt, Jonathan Fiscus, David Joy, Andrew Delgado, Willie Mcclinton, Martial Michel, Alan Smeaton, Yvette Graham, Wessel Kraaij, Georges QuÃ©not, Maria Eskevich, Roeland Ordelman, Gareth Jones, Benoit Huet"
153,Results of the WMT19 metrics shared task: Segment-level and strong MT systems pose big challenges,85,"Proceedings of the Fourth Conference on Machine Translation (Volume 2: Shared Task Papers, Day 1)",Unknown,Unknown,2019,"Qingsong Ma, Johnny Wei, OndÅ™ej Bojar, Yvette Graham"
154,Accurate evaluation of segment-level machine translation metrics,81,Proceedings of the 2015 Conference of the North American Chapter of the Association for Computational Linguistics: Human Language Technologies,Unknown,Unknown,2015,"Yvette Graham, Timothy Baldwin, Nitika Mathur"
155,Re-evaluating automatic summarization with BLEU and 192 shades of ROUGE,79,Proceedings of the 2015 conference on empirical methods in natural language processing,Unknown,Unknown,2015,Yvette Graham
156,Results of the WMT18 metrics shared task: Both characters and embeddings achieve good performance,63,Proceedings of the third conference on machine translation: shared task papers,Unknown,Unknown,2018,"Qingsong Ma, OndÅ™ej Bojar, Yvette Graham"
157,Testing for Significance of Increased Correlation with Human Judgment,56,Conference on Empirical Methods in Natural Language Processing,Association for Computational Linguistics,Unknown,2014,"Yvette Graham, Timothy Baldwin"
158,The first multilingual surface realisation shared task (SRâ€™18): Overview and evaluation results,54,Proceedings of the First Workshop on Multilingual Surface Realisation,Unknown,Unknown,2018,"Simon Mille, Anja Belz, Bernd Bohnet, Yvette Graham, Emily Pitler, Leo Wanner"
159,"Trecvid 2019: An evaluation campaign to benchmark video activity detection, video captioning and matching, and video search & retrieval",52,Unknown,Unknown,arXiv preprint arXiv:2009.09984,2020,"George Awad, Asad A Butt, Keith Curtis, Yooyoung Lee, Jonathan Fiscus, Afzal Godil, Andrew Delgado, Jesse Zhang, Eliot Godard, Lukas Diduch, Alan F Smeaton, Yvette Graham, Wessel Kraaij, Georges QuÃ©not"
160,Is machine translation getting better over time?,43,Proceedings of the 14th Conference of the European Chapter of the Association for Computational Linguistics,Unknown,Unknown,2014,"Yvette Graham, Timothy Baldwin, Alistair Moffat, Justin Zobel"
161,Translationese in machine translation evaluation,38,Unknown,Unknown,arXiv preprint arXiv:1906.09833,2019,"Yvette Graham, Barry Haddow, Philipp Koehn"
162,Improving evaluation of machine translation quality estimation,38,Proceedings of the 53rd annual meeting of the association for computational linguistics and the 7th international joint conference on natural language processing (volume 1: Long papers),Unknown,Unknown,2015,Yvette Graham
163,TRECVID 2020: A comprehensive campaign for evaluating video retrieval tasks across multiple application domains,36,Unknown,Unknown,arXiv preprint arXiv:2104.13473,2021,"George Awad, Asad A Butt, Keith Curtis, Jonathan Fiscus, Afzal Godil, Yooyoung Lee, Andrew Delgado, Jesse Zhang, Eliot Godard, Baptiste Chocot, Lukas Diduch, Jeffrey Liu, Alan F Smeaton, Yvette Graham, Gareth JF Jones, Wessel Kraaij, Georges Quenot"
164,The second multilingual surface realisation shared task (SRâ€™19): Overview and evaluation results,35,Proceedings of the 2nd Workshop on Multilingual Surface Realisation (MSR 2019),Unknown,Unknown,2019,"Simon Mille, Anja Belz, Bernd Bohnet, Yvette Graham, Leo Wanner"
165,Multi-word expression-sensitive word alignment,35,Proceedings of the 4th Workshop on Cross Lingual Information Access,Unknown,Unknown,2010,"Tsuyoshi Okita, Alfredo Maldonado, Yvette Graham, Andy Way"
166,Blend: a novel combined MT metric based on direct assessmentâ€”CASICT-DCU submission to WMT17 metrics task,34,Proceedings of the second conference on machine translation,Unknown,Unknown,2017,"Qingsong Ma, Yvette Graham, Shugen Wang, Qun Liu"
167,Randomized significance tests in machine translation,33,Proceedings of the Ninth Workshop on Statistical Machine Translation,Unknown,Unknown,2014,"Yvette Graham, Nitika Mathur, Timothy Baldwin"
168,Translating pro-drop languages with reconstruction models,31,Thirty-Second AAAI Conference on Artificial Intelligence,Unknown,Unknown,2018,"Longyue Wang, Zhaopeng Tu, Shuming Shi, Tong Zhang, Yvette Graham, Qun Liu"
169,F-structure transfer-based statistical machine translation,24,Unknown,CSLI Publications,Unknown,2009,"Yvette Graham, Josef van Genabith, Anton Bryl"
