Title,Citation,Conference,Publisher,Journal,Date,Authors,AuthorDCU
A review of feature extraction and classification algorithms for image RSVP based BCI,12,Unknown,The Institute of Engineering and Technology,Unknown,2018,"Zhengwei Wang, Graham Healy, Alan F Smeaton, Tomas E Ward",Tomas Ward
An investigation of triggering approaches for the rapid serial visual presentation paradigm in brain computer interfacing,12,2016 27th Irish Signals and Systems Conference (ISSC),IEEE,Unknown,2016,"Zhengwei Wang, Graham Healy, Alan F Smeaton, Tomas E Ward",Tomas Ward
An enhanced dead reckoning model for physics-aware multiplayer computer games,12,2012 IEEE/ACM 16th International Symposium on Distributed Simulation and Real Time Applications,IEEE,Unknown,2012,"Seamus C McLoone, Patrick J Walsh, Tomas E Ward",Tomas Ward
Functional near infrared spectroscopy (fNIRS) synthetic data generation,12,2011 Annual International Conference of the IEEE Engineering in Medicine and Biology Society,IEEE,Unknown,2011,"Darren J Leamy, TomÃ¡s E Ward, Kevin T Sweeney",Tomas Ward
Distributed monte carlo simulation of light transportation in tissue,12,Proceedings 20th IEEE International Parallel & Distributed Processing Symposium,IEEE,Unknown,2006,"Andrew J Page, Shirley Coyle, Thomas M Keane, Thomas J Naughton, Charles Markham, TomÃ¡s Ward",Tomas Ward
The design and clinical use of a reflective brachial photoplethysmograph,12,Unknown,NUI Maynooth,Unknown,2002,"Michael Maguire, Tomas E Ward",Tomas Ward
Predicting media memorability using ensemble models,11,Unknown,CEUR Workshop Proceedings,Unknown,2020,"David Azcona, Enric Moreu, Feiyan Hu, TomÃ¡s E Ward, Alan F Smeaton",Tomas Ward
An interpretable machine vision approach to human activity recognition using photoplethysmograph sensor data,11,Unknown,Unknown,Proceedings of AICS 2018 -Irish Conference on Artificial Intelligence and Cognitive Science,2018,"Eoin Brophy, JosÃ© Juan Dominguez Veiga, Zhengwei Wang, Alan F Smeaton, Tomas E Ward",Tomas Ward
A simple bio-signals quality measure for in-home monitoring,11,Unknown,Unknown,Unknown,2010,"Kevin Sweeney, Sean F McLoone, Tomas E Ward",Tomas Ward
Optical safety assessment of a near-infrared brain-computer interface,11,IET Irish Signals and Systems Conference (ISSC 2008),IET,Unknown,2008,"Christopher J Soraghan, TomÃ¡s E Ward, Fiachra Matthews, Charles Markham",Tomas Ward
"Nimmo-â€Smith, I.(1994)",11,Unknown,Unknown,The test of Everyday Attention. Thames Valley Test Coiporation,85,"IH Robertson, T Ward, V Ridgeway",Tomas Ward
Improving the robustness and performance of parallel joins over distributed systems,10,Unknown,Academic Press,Journal of Parallel and Distributed Computing,2017,"Long Cheng, Spyros Kotoulas, Tomas E Ward, Georgios Theodoropoulos",Tomas Ward
Fast compression of large semantic web data using X10,10,Unknown,IEEE,IEEE Transactions on Parallel and Distributed Systems,2015,"Long Cheng, Avinash Malik, Spyros Kotoulas, Tomas E Ward, Georgios Theodoropoulos",Tomas Ward
Web-based sensor streaming wearable for respiratory monitoring applications,10,"SENSORS, 2011 IEEE",IEEE,Unknown,2011,"Rovira Carlos, Shirley Coyle, Brian Corcoran, Dermot Diamond, Ward Tomas, McCoy Aaron, Florin Stroiescu, Kieran Daly",Tomas Ward
Optimizing consistency by maximizing bandwidth usage in distributed interactive applications,10,Unknown,ACM,"ACM Transactions on Multimedia Computing, Communications, and Applications (TOMM)",2010,"Damien Marshall, Seamus Mcloone, Tomas Ward",Tomas Ward
A mechanical mounting system for functional near-infrared spectroscopy brain imaging studies,10,Opto-Ireland 2005: Optical Sensing and Spectroscopy,International Society for Optics and Photonics,Unknown,2005,"Shirley Coyle, Charles Markham, William Lanigan, TomÃ¡s Ward",Tomas Ward
Functional Brain Signals: A photon counting system for brain activity monitoring,10,Unknown,IET Digital Library,Unknown,2004,"Solomiya Lebid, Ray O'Neill, Charles Markham, Tomas Ward, Shirley Coyle",Tomas Ward
"Cerebral blood flow changes related to motor imagery, using near-infrared spectroscopy (NIRS)",10,Unknown,Unknown,Unknown,2003,"S Coyle, Tomas E Ward, Charles Markham",Tomas Ward
Test of everyday attention,10,Unknown,Unknown,"Bury St. Edmunds, England: Thames Valley Test Company",1994,"V Ridgeway, IH Robertson, T Ward, I Nimmo-Smith",Tomas Ward
Overview of NTCIR-13 NAILS task,9,Unknown,NRCIR,Unknown,2017,"Graham Healy, TomÃ¡s E Ward, Cathal Gurrin, Alan F Smeaton",Tomas Ward
Predicting risk of suicide using resting state heart rate,9,2016 Asia-Pacific Signal and Information Processing Association Annual Summit and Conference (APSIPA),IEEE,Unknown,2016,"Daud Sikander, Mahnaz Arvaneh, Francesco Amico, Graham Healy, Tomas Ward, Damien Kearney, Eva Mohedano, Jennifer Fagan, John Yek, Alan F Smeaton, Justin Brophy",Tomas Ward
Expectations induced by natural-like temporal fluctuations are independent of attention decrement: evidence from behavior and early visual evoked potentials,9,Unknown,Academic Press,Neuroimage,2015,"Gerard Derosiere, Nicolas Farrugia, StÃ©phane Perrey, Tomas Ward, Kjerstin Torre",Tomas Ward
"Hybrid opticalâ€“electrical brain computer interfaces, practices and possibilities",9,Unknown,"Springer, Berlin, Heidelberg",Unknown,2012,Tomas E Ward,Tomas Ward
Towards intelligent user interfaces: Anticipating actions in computer games,9,Unknown,Unknown,Unknown,2011,"Hendrik Koesling, Alan Kenny, Andrea Finke, Helge Ritter, Seamus McLoone, Tomas Ward",Tomas Ward
Textile sensors for personalized feedback,9,Unknown,Unknown,Unknown,2010,"Shirley Coyle, Edmond Mitchell, Tomas E Ward, Gregory May, Noel O'Connor, Dermot Diamond",Tomas Ward
Triple wavelength LED driver for optical brainâ€“computer interfaces,9,Unknown,IET Digital Library,Electronics letters,2009,"Christopher John Soraghan, Charles Markham, Fiachra Matthews, Tomas E Ward",Tomas Ward
Towards an information model of consistency maintenance in distributed interactive applications,9,Unknown,Hindawi,International Journal of Computer Games Technology,2008,"Xin Zhang, TomÃ¡s E Ward, SÃ©amus McLoone",Tomas Ward
Using user perception to determine suitable error thresholds for dead reckoning in distributed interactive applications,9,Unknown,IET Digital Library,Unknown,2006,"Alan Kenny, SÃ©amus McLoone, TomÃ¡s Ward, Declan Delaney",Tomas Ward
Game-state fidelity across distributed interactive games,9,Unknown,ACM,"XRDS: Crossroads, The ACM Magazine for Students",2005,"Aaron McCoy, Declan Delaney, Tomas Ward",Tomas Ward
Exploring the spatial density of strategy models in a realistic distributed interactive application,9,Eighth IEEE International Symposium on Distributed Simulation and Real-Time Applications,IEEE,Unknown,2004,"Damien Marshall, Declan Delaney, Seamus McLoone, Tomas Ward",Tomas Ward
An optical brain computer interface,9,Unknown,Unknown,Unknown,2004,"S Coyle, Tomas E Ward, Charles Markham",Tomas Ward
Game-state fidelity across distributed interactive games,9,Unknown,ACM,Crossroads,2003,"Aaron McCoy, Declan Delaney, Tomas Ward",Tomas Ward
An eeg image-search dataset: A first-of-its-kind in IR/IIR. NAILS: neurally augmented image labelling strategies,8,Unknown,Unknown,Unknown,2017,"Graham Healy, Zhengwei Wang, Cathal Gurrin, TomÃ¡s E Ward, Alan F Smeaton",Tomas Ward
Controlling entity state updates to maintain remote consistency within a distributed interactive application,8,Unknown,ACM,ACM Transactions on Internet Technology (TOIT),2009,"Alan Kenny, SÃ©amus Mcloone, TomÃ¡s Ward",Tomas Ward
Software platform for rapid prototyping of NIRS brain computer interfacing techniques,8,2008 30th Annual International Conference of the IEEE Engineering in Medicine and Biology Society,IEEE,Unknown,2008,"Fiachra Matthews, Christopher Soraghan, Tomas E Ward, Charles Markham, Barak A Pearlmutter",Tomas Ward
MyVLE: A case study in building a universal telematic education environment for a small university,8,Unknown,Unknown,"European Journal of Open, Distance and E-learning",2007,"TomÃ¡s Ward, Karl Monaghan, Rudi Villing",Tomas Ward
Does reducing packet transmission rates help to improve consistency within distributed interactive applications?,8,Unknown,Unknown,Unknown,2006,"Damien Marshall, SÃ©amus McLoone, Tomas E Ward, Declan Delaney",Tomas Ward
Towards dual modality nerve assessment using electrical and optical techniques,8,17th International Conference on Optical Fibre Sensors,International Society for Optics and Photonics,Unknown,2005,"Solomiya Lebid, Tomas Ward, Ray O'Neill, Charles Markham, Shirley Coyle",Tomas Ward
A Java tool for exploring state estimation using the Kalman filter,8,Unknown,IET Digital Library,Unknown,2004,"Declan Delaney, Tomas Ward",Tomas Ward
The Test of Everyday Attention. Bury St,8,Unknown,Unknown,"Thames Valley Test Company, Edmonds",1994,"IH Robertson, T Ward, V Ridgeway, I Nimmo-Smith",Tomas Ward
Synthetic-Neuroscore: Using a neuro-AI interface for evaluating generative adversarial networks,7,Unknown,Elsevier,Neurocomputing,2020,"Zhengwei Wang, Qi She, AF Smeaton, Tomas E Ward, Graham Healy",Tomas Ward
Visibility path-finding in relation to hybrid strategy-based models in distributed interactive applications,7,Eighth IEEE International Symposium on Distributed Simulation and Real-Time Applications,IEEE,Unknown,2004,"Dermot Madden, Declan Delaney, SÃ©amus McLoone, TomÃ¡s Ward",Tomas Ward
Test of Everyday Attention,7,Unknown,Unknown,"Bury St. Edmunds, UK: Thames Valley Test Company",1994,"T Ward, V Ridgeway, I Nimmoâ€Smith",Tomas Ward
Iros 2019 lifelong robotic vision: Object recognition challenge [competitions],6,Unknown,IEEE,IEEE Robotics & Automation Magazine,2020,"Heechul Bae, Eoin Brophy, Rosa HM Chan, Baoquan Chen, Fan Feng, Gabriele Graffieti, Vidit Goel, Xinyue Hao, Hyonyoung Han, Sathursan Kanagarajah, Somesh Kumar, Siew-Kei Lam, Tin Lun Lam, Chuanlin Lan, Qi Liu, Vincenzo Lomonaco, Liang Ma, Davide Maltoni, German I Parisi, Lorenzo Pellegrini, Duvindu Piyasena, Shiliang Pu, Qi She, Debdoot Sheet, Soonyong Song, Youngsung Son, Zhengwei Wang, Tomas E Ward, Jianwen Wu, Meiqing Wu, Di Xie, Yangsheng Xu, Lin Yang, Qihan Yang, Qiaoyong Zhong, Liguang Zhou",Tomas Ward
Design and evaluation of parallel hashing over large-scale data,6,2014 21st International Conference on High Performance Computing (HiPC),IEEE,Unknown,2014,"Long Cheng, Spyros Kotoulas, Tomas E Ward, Georgios Theodoropoulos",Tomas Ward
Massively parallel reasoning under the well-founded semantics using X10,6,2014 IEEE 26th International Conference on Tools with Artificial Intelligence,IEEE,Unknown,2014,"Ilias Tachmazidis, Long Cheng, Spyros Kotoulas, Grigoris Antoniou, Tomas E Ward",Tomas Ward
The pursuit of flow in the design of rehabilitation systems for ambient assisted living: A review of current knowledge,6,Unknown,IGI Global,Unknown,2012,"Anthea M Middleton, Tomas E Ward",Tomas Ward
Exploring an information framework for consistency maintenance in distributed interactive applications,6,2009 13th IEEE/ACM International Symposium on Distributed Simulation and Real Time Applications,IEEE,Unknown,2009,"Xin Zhang, TomÃ¡s Ward, SÃ©amus Mcloone",Tomas Ward
A prototype sourceless kinematic-feedback based video game for movement based exercise,6,2006 International Conference of the IEEE Engineering in Medicine and Biology Society,IEEE,Unknown,2006,"J Foody, Daniel Kelly, D Kumar, Diarmaid Fitzgerald, TomÃ¡s Ward, Brian Caulfield, Charles Markham",Tomas Ward
Dealing with the Effect of Path Curvature on Consistency of Dead Reckoned Paths in Networked Virtual Environments,6,IEEE Virtual Reality Conference (VR 2006),IEEE,Unknown,2006,"Damien Marshall, Dave Roberts, Declan Delaney, Seamus McLoone, Tomas Ward",Tomas Ward
Integration of kinematic analysis into computer games for exercise,6,Unknown,Unknown,Unknown,2006,"D Fitzgerald, J Foody, D Kumar, D Kelly, Tomas E Ward, Charles Markham, B Caulfield",Tomas Ward
The e-motion system: Motion capture and movement-based biofeedback game,6,Unknown,Unknown,Unknown,2006,"D Kelly, D Fitzgerald, J Foody, D Kumar, Tomas E Ward, B Caulfield, Charles Markham",Tomas Ward
Multi-timescale measurements of brain responses in visual cortex during functional stimulation using time-resolved spectroscopy,6,Opto-Ireland 2005: Optical Sensing and Spectroscopy,International Society for Optics and Photonics,Unknown,2005,"Solomiya Lebid, Raymond O'Neill, Charles Markham, TomÃ¡s Ward, Shirley Coyle",Tomas Ward
On network latency in distributed interactive applications,6,Unknown,Unknown,Unknown,2003,"Declan Delaney, Tomas E Ward, Seamus McLoone",Tomas Ward
Optimised convolutional neural networks for heart rate estimation and human activity recognition in wrist worn sensing applications,5,Unknown,Unknown,arXiv preprint arXiv:2004.00505,2020,"Eoin Brophy, Willie Muehlhausen, Alan F Smeaton, Tomas E Ward",Tomas Ward
Cnns for heart rate estimation and human activity recognition in wrist worn sensing applications,5,2020 IEEE International Conference on Pervasive Computing and Communications Workshops (PerCom Workshops),IEEE,Unknown,2020,"Eoin Brophy, Willie Muehlhausen, Alan F Smeaton, TomÃ¡s E Ward",Tomas Ward
Multicomponent analysis using a confocal Raman microscope,5,Unknown,Optical Society of America,Applied optics,2018,"Zhengyuan Tang, Sinead J Barton, Tomas E Ward, John P Lowry, Michelle M Doran, Hugh J Byrne, Bryan M Hennelly",Tomas Ward
A machine vision approach to human activity recognition using photoplethysmograph sensor data,5,2018 29th Irish Signals and Systems Conference (ISSC),IEEE,Unknown,2018,"Eoin Brophy, JosÃ© Juan Dominguez Veiga, Zhengwei Wang, Tomas E Ward",Tomas Ward
Technology in rehabilitation: Comparing personalised and global classification methodologies in evaluating the squat exercise with wearable IMUs,5,Unknown,Schattauer GmbH,Methods of information in medicine,2017,"Darragh F Whelan, Martin A Oâ€™Reilly, TomÃ¡s E Ward, Eamonn Delahunt, Brian Caulfield",Tomas Ward
Data collection requirements for mobile connected health: an end user development approach,5,Unknown,Unknown,Unknown,2016,"Jose Juan Dominguez Veiga, Tomas E Ward",Tomas Ward
A review of Raman for multicomponent analysis,5,Biophotonics: Photonic Solutions for Better Health Care IV,International Society for Optics and Photonics,Unknown,2014,"Sinead J Barton, Bryan M Hennelly, Tomas Ward, Katarina Domijan, John Lowry",Tomas Ward
Statistical determination of hybrid threshold parameters for entity state update mechanisms in distributed interactive applications,5,2006 Tenth IEEE International Symposium on Distributed Simulation and Real-Time Applications,IEEE,Unknown,2006,"Damien Marshall, Seamus McLoone, Declan Delaney, Tomas Ward",Tomas Ward
"A real time motion capture system, using usb based tri-axis magnetic and inertial sensors, for movement based relaxation",5,2006 IET Irish Signals and Systems Conference,IET,Unknown,2006,"John Foody, Daniel Kelly, Damini Kumar, Diarmaid Fitzgerald, Brian Caulfield, Tomas Ward, Charles Markham",Tomas Ward
Perceptual centre correlates in evoked potentials,5,Unknown,Unknown,Unknown,2005,"Christopher Soraghan, Tomas E Ward, Rudi Villing, Joseph Timoney",Tomas Ward
Examining user performance in the presence of latency and jitter in distributed interactive applications,5,Unknown,IET Digital Library,Unknown,2004,"Declan Delaney, Paul Meeneghan, TomÃ¡s Ward, SÃ©amus McLoone",Tomas Ward
"The Test of Everyday Attention, 1994",5,Unknown,Unknown,Flempton: Thames Valley Test Company,1994,"IH Robertson, T Ward, V Ridgeway",Tomas Ward
"Test of Everyday Attention-Preliminary Norms, Reliability, and Validity",5,Journal of Clinical and Experimental Neuropsychology,SWETS ZEITLINGER PUBLISHERS,Unknown,1993,"IH Robertson, T Ward, V Ridgeway",Tomas Ward
Thames Valley Test Company; London: 1994,5,Unknown,Unknown,The test of everyday attention.[Google Scholar],Unknown,"I Robertson, T Ward, V Ridgeway, I Nimmo-Smith",Tomas Ward
A machine learning approach towards detecting dementia based on its modifiable risk factors,4,Unknown,Science and Information Organization,International Journal of Advanced Computer Science and Applications,2019,"Reem Bin-Hezam, Tomas E Ward",Tomas Ward
Validation of low-cost wireless EEG system for measuring event-related potentials,4,2018 29th Irish Signals and Systems Conference (ISSC),IEEE,Unknown,2018,"Yongxiang Wang, Zhengwei Wang, William Clifford, Charles Markham, Tomas E Ward, Catherine Deegan",Tomas Ward
A closed-loop BCI system for rehabilitation of the hemiplegic upper-limb: A performance study of the systems ability to detect intention of movement,4,Unknown,Elsevier Masson,Annals of Physical and Rehabilitation Medicine,2016,"Juliette Hurtier, Leh Van Dokkum, Sami Dalhoumi, Aodhan Coffey, StÃ©phane Perrey, Claire Jourdan, GÃ©rard Dray, Tomas Ward, JerÃ´me Froger, Isabelle Laffont",Tomas Ward
The beathealth project: Application to a ubiquitous computing and music framework,4,Unknown,IGI Global,Journal of Cases on Information Technology (JCIT),2015,"Joseph Timoney, Sean O'Leary, Dawid Czesak, Victor Lazzarini, Eoghan E Conway, Tomas E Ward, Rudi C Villing",Tomas Ward
High throughput indexing for large-scale semantic web data,4,Unknown,Unknown,Unknown,2015,"Long Cheng, Spyros Kotoulas, Tomas E Ward, Georgios Theodoropoulos",Tomas Ward
Scalable RDF data compression using X10,4,Unknown,Unknown,arXiv preprint arXiv:1403.2404,2014,"Long Cheng, Avinash Malik, Spyros Kotoulas, Tomas E Ward, Georgios Theodoropoulos",Tomas Ward
The beathealth project: Synchronising movement and music,4,Unknown,Unknown,Cadernos de InformÃ¡tica,2014,"Joseph Timoney, Tomas Ward, Rudi Villing, Victor Lazzarini, Eoghan Conway, Dawid Czesak",Tomas Ward
Runtime characterisation of triple stores: An initial investigation,4,IET Irish Signals and Systems Conference (ISSC 2012),IET,Unknown,2012,"Long Cheng, Spyros Kotoulas, Tomas Ward, Lorgios Theodoropoulos",Tomas Ward
Comparison of predictive contract mechanisms from an information theory perspective,4,Unknown,ACM,"ACM Transactions on Multimedia Computing, Communications, and Applications (TOMM)",2012,"Xin Zhang, Tomas Ward, Seamus McLoone",Tomas Ward
Exploring the effect of curvature on the consistency of dead reckoned paths for different error threshold metrics,4,2006 Tenth IEEE International Symposium on Distributed Simulation and Real-Time Applications,IEEE,Unknown,2006,"Damien Marshall, SÃ©amus McLoone, David Roberts, Declan Delaney, TomÃ¡s Ward",Tomas Ward
Using neural-networks to reduce entity state updates in distributed interactive applications,4,2006 16th IEEE Signal Processing Society Workshop on Machine Learning for Signal Processing,IEEE,Unknown,2006,"Aaron McCoy, Tomas Ward, Seamus McLoone, Declan Delaney",Tomas Ward
Distributed Monte Carlo simulation of light transportation in tissue.,4,Unknown,International Parallel and Distributed Processing Symposium,Unknown,2006,"Shirley Coyle, Thomas M Keane, Thomas J Naughton, Charles Markham, Tomas E Ward",Tomas Ward
Quasi-optical millimetre-wave imaging with bio-medical applications,4,2005 Joint 30th International Conference on Infrared and Millimeter Waves and 13th International Conference on Terahertz Electronics,IEEE,Unknown,2005,"W Lanigan, J Anthony Murphy, R May, R Mahon, I McAuley, Charles Markham, K Humphries, T Ward, S Withington",Tomas Ward
A novel convergence algorithm for the hybrid strategy model packet reduction technique,4,Unknown,IET Digital Library,Unknown,2005,"Declan Delaney, Seamus McLoone, Tomas Ward",Tomas Ward
Challenges in modern Distributed Interactive Application design,4,Unknown,Unknown,URL: http://eprints. nuim. ie/1445/. Accessed,2004,"D Marshall, D Delaney, S McLoone, T Ward",Tomas Ward
Towards statistical client prediction-analysis of user behavious in distributed interactive media,4,Unknown,University of Wolverhampton UK and The Society for Modeling and Simulation International and EUROSIS,Unknown,2004,"Aaron McCoy, Declan Delaney, Seamus McLoone, Tomas E Ward",Tomas Ward
Representing random terrain on resource limited devices,4,Unknown,University of Wolverhamptom UK and The Society for Modeling and Simulation International (SCS Europe BVBA),Unknown,2004,"Damien Marshall, Declan Delaney, Seamus McLoone, Tomas E Ward",Tomas Ward
The use of near-infrared spectroscopy in measuring general autonomic arousal,4,Unknown,Unknown,Unknown,2003,"S Coyle, Tomas E Ward, Charles Markham, Bryan Roche, G McDarby, Sean F McLoone",Tomas Ward
The Test of,4,Unknown,Unknown,Unknown,1994,"IH Robertson, I Nimmo-Smith, T Ward, V Ridgeway",Tomas Ward
Predicting Injectable Medication Adherence via a Smart Sharps Bin and Machine Learning,3,2020 IEEE 6th World Forum on Internet of Things (WF-IoT),IEEE,Unknown,2020,"Yingqi Gu, Akshay Zalkikar, Lara Kelly, Kieran Daly, Tomas E Ward",Tomas Ward
Experiences and insights from the collection of a novel multimedia EEG dataset,3,International Conference on Multimedia Modeling,"Springer, Cham",Unknown,2020,"Graham Healy, Zhengwei Wang, Tomas Ward, Alan Smeaton, Cathal Gurrin",Tomas Ward
Spatial filtering pipeline evaluation of cortically coupled computer vision system for rapid serial visual presentation,3,Unknown,Taylor & Francis,Brain-Computer Interfaces,2018,"Zhengwei Wang, Graham Healy, Alan F Smeaton, Tomas E Ward",Tomas Ward
Runtime Characterisation of Triple Stores,3,"Computational Science and Engineering (CSE), 2012 IEEE 15th International Conference on",IEEE,Unknown,2012,"Long Cheng, Spyros Kotoulas, Tomas Ward, Georgios Theodoropoulos",Tomas Ward
An information-based dynamic extrapolation model for networked virtual environments,3,Unknown,ACM,"ACM Transactions on Multimedia Computing, Communications, and Applications (TOMM)",2012,"Xin Zhang, Tomas E Ward, Seamus McLoone",Tomas Ward
Towards enhanced biofeedback mechanisms for upper limb rehabilitation in stroke,3,Unknown,Unknown,Unknown,2008,"C Dormer, Tomas E Ward, Seamus McLoone",Tomas Ward
An unobtrusive method for tracking network latency in online games,3,Unknown,IET Digital Library,Unknown,2007,"Damien Marshall, Brian Mooney, SÃ©amus McLoone, TomÃ¡s Ward",Tomas Ward
Network Latency in On-Line Gaming: An Engineering or a Psychological Problem?,3,Unknown,Unknown,Unknown,2006,"Conor Linehan, Bryan Roche, SÃ©amus McLoone, Tomas E Ward",Tomas Ward
A CMOS camera-based system for non-contact pulse oximetry imaging,3,Unknown,Unknown,Unknown,2006,"K Humphreys, Marcin Gradziel, Charles Markham, Tomas E Ward",Tomas Ward
Formalizing a framework for dynamic hybrid strategy models in distributed interactive applications,3,Unknown,IET Digital Library,Unknown,2006,"Aaron McCoy, Seamus McLoone, Declan Delaney, Tomas Ward",Tomas Ward
El desarrollo de la operante relacional: Un anÃ¡lisis en tiempo real mediante el empleo de electroencefalografÃ­a y medidas de tiempo de reacciÃ³n.,3,Unknown,AsociaciÃ³n de AnÃ¡lisis del Comportamiento,International Journal of Psychology & Psychological Therapy,2004,"Bryan Roche, Conor Linehan, TomÃ¡s Ward, Simon Dymond, Ruth-Anne Rehfeldt",Tomas Ward
Investigating Behavioural State Data-Partitioning for User-Modelling in Distributed Interactive Applications,3,Eighth IEEE International Symposium on Distributed Simulation and Real-Time Applications,IEEE,Unknown,2004,"Aaron McCoy, Seamus McLoone, Tomas Ward, Declan Delaney",Tomas Ward
Image processing used to harness blinking as a channel of communication and control for physically disabled people,3,Unknown,Springer-Verlag,Medical and Biological Engineering and Computing,2001,"D Burke, T Ward, A de Paor",Tomas Ward
A model of the Hoffmann reflex,3,Proceedings of the 22nd Annual International Conference of the IEEE Engineering in Medicine and Biology Society (Cat. No. 00CH37143),IEEE,Unknown,2000,T Ward,Tomas Ward
An Uncoupled Oscillator Model for evoked potential dynamical modelling,3,Proceedings of 18th Annual International Conference of the IEEE Engineering in Medicine and Biology Society,IEEE,Unknown,1996,"Richard B Reilly, Tomas E Ward, Annraoi M dePaor",Tomas Ward
A Neuro-AI interface for evaluating generative adversarial networks,2,Unknown,Unknown,ICLR 2020 Workshop on Bridging AI and Cognitive Science (BAICS),2020,"Zhengwei Wang, Qi She, Alan F Smeaton, Tomas E Ward, Graham Healy",Tomas Ward
Improving Task Performance through High Level Shared Control of Multiple Robots with a Context Aware Human-Robot Interface,2,2016 International conference on autonomous robot systems and competitions (ICARSC),IEEE,Unknown,2016,"Simon O'Keeffe, Tomas E Ward, Rudi Villing",Tomas Ward
A Fully Parallel Framework for Analyzing RDF Data.,2,International Semantic Web Conference (Posters & Demos),Unknown,Unknown,2014,"Long Cheng, Spyros Kotoulas, Tomas E Ward, Georgios Theodoropoulos",Tomas Ward
A two-tier index architecture for fast processing large RDF data over distributed memory,2,Unknown,Unknown,Unknown,2014,"Long Cheng, Spyros Kotoulas, Tomas E Ward, Georgios Theodoropoulos",Tomas Ward
Game Theory: A Potential Tool for the Design and Analysis of Patient-Robot Interaction Strategies,2,Unknown,IGI Global,Unknown,2013,"Aodhan L Coffey, Tomas E Ward, Richard H Middleton",Tomas Ward
A Review of the State of the Art in Artifact Removal Technologies as used in an Assisted Living Domain,2,IET Seminar on Assisted Living 2011,IET,Unknown,2011,"Kevin T Sweeney, D Kelly, Tomas E Ward, Sean F McLoone",Tomas Ward
Using Gaussian process models for near-infrared spectroscopy data interpolation,2,Unknown,Unknown,Unknown,2010,"Darren J Leamy, Tomas E Ward, Jus Kocijan",Tomas Ward
A review of P-centre models,2,Unknown,Unknown,Unknown,2007,"Rudi Villing, Tomas E Ward, Joseph Timoney",Tomas Ward
Electrocardiograph and photoplethysmograph superimposition as an investigative tool for circulatory function,2,Unknown,Unknown,Unknown,2001,"Michael Maguire, Charles Markham, Tomas E Ward",Tomas Ward
"Cognitive performance, quality and quantity of movement reflect psychological symptoms in adolescents",1,Unknown,"Dept. of Sports Medicine, Medical Faculty of Uludag University",Journal of sports science & medicine,2020,"Maedeh Mansoubi, Benjamin David Weedon, Patrick Esser, Nancy Mayo, Mina Fazel, Will Wade, Tomas E Ward, Steve Kemp, Anne Delextrat, Helen Dawes",Tomas Ward
IROS 2019 Lifelong Robotic Vision Challenge--Lifelong Object Recognition Report,1,Unknown,Unknown,arXiv preprint arXiv:2004.14774,2020,"Qi She, Fan Feng, Qi Liu, Rosa HM Chan, Xinyue Hao, Chuanlin Lan, Qihan Yang, Vincenzo Lomonaco, German I Parisi, Heechul Bae, Eoin Brophy, Baoquan Chen, Gabriele Graffieti, Vidit Goel, Hyonyoung Han, Sathursan Kanagarajah, Somesh Kumar, Siew-Kei Lam, Tin Lun Lam, Liang Ma, Davide Maltoni, Lorenzo Pellegrini, Duvindu Piyasena, Shiliang Pu, Debdoot Sheet, Soonyong Song, Youngsung Son, Zhengwei Wang, Tomas E Ward, Jianwen Wu, Meiqing Wu, Di Xie, Yangsheng Xu, Lin Yang, Qiaoyong Zhong, Liguang Zhou",Tomas Ward
Investigating the application of transfer learning to neural time series classification,1,2019 30th Irish Signals and Systems Conference (ISSC),IEEE,Unknown,2019,"Damien Kearney, Seamus McLoone, TomÃ¡s E Ward",Tomas Ward
Dublin's participation in the predicting media memorability task at MediaEval 2018,1,Unknown,CEUR-WS,Unknown,2018,"Alan F Smeaton, Owen Corrigan, Paul Dockree, Cathal Gurrin, Graham Healy, Feiyan Hu, Kevin McGuinness, Eva Mohedano, TomÃ¡s E Ward",Tomas Ward
Revealing Cortical Activation Patterns of Novel Task Performance in Children With Low Coordination via fNIRS,1,Unknown,Frontiers Media SA,Frontiers in Human Neuroscience,2018,"Shawn Joshi, Benjamin D Weedon, Patrick Esser, Y Liu, Daniella N Springett, Andy Meaney, Anne Delextrat, Steve Kemp, Tomas Ward, Hasan Ayaz, Helen Dawes",Tomas Ward
Jmir rehabilitation and assistive technologies,1,Unknown,Unknown,JMIR,2017,"Alessandro Peretti, Francesco Amenta, Seyed Tayebati, Giulio Nittari, Syed Mahdi, Thomas StÃ¼tz, Gerlinde Emsenhuber, Daniela Huber, Michael Domhardt, Martin Tiefengrabner, Gertie Oostingh, Ulrike FÃ¶tschl, Nicholas Matis, Simon Ginzinger, Martin O'Reilly, Joe Duffin, Tomas Ward, Brian Caulfield, Stephan Huber, Janosch Priebe, Kaja-Maria Baumann, Anne Plidschun, Christine Schiessl, Thomas TÃ¶lle, Hendrik Buimer, Monique Tabak, Lex van Velsen, Thea van der Geest, Hermie Hermens, Luca Lonini, Aakash Gupta, Susan Deems-Dluhy, Shenan Hoppe-Ludwig, Konrad Kording, Arun Jayaraman",Tomas Ward
Improving memory performance using a wearable BCI,1,"Proceedings of the Sixth International Brain-Computer Interface Meeting: BCI Past, Present, and Future",Graz University of Technology,Unknown,2016,"M Arvaneh, R Mc Cormack, TE Ward, IH Robertson",Tomas Ward
