,Title,Citation,Conference,Publisher,Journal,Date,Authors
1890,"Working Notes Proceedings of the MediaEval 2019 Workshop, Sophia Antipolis, France, 27-30 October 2019",3,Unknown,[Sl]: CEUR-WS. org,"Larson, MA; Hicks, SA; Constantin, MG (ed.), MediaEval 2019: Multimedia Benchmark Workshop Working Notes Proceedings of the MediaEval 2019 Workshop Sophia Antipolis, France, 27-30 October 2019",2020,"Martha A Larson, Steven Alexander Hicks, Mihai Gabriel Constantin, Benjamin Bischke, Alastair Porter, Peijian Zhao, Mathias Lux, Laura Cabrera Quiros, Jordan Calandre, Gareth Jones"
1891,DCU at the NTCIR-14 OpenLiveQ-2 task,3,Unknown,Unknown,NTCIR-14 Conference,2019,"Piyush Arora, Gareth JF Jones"
1892,DCU at the TREC 2019 Conversational Assistance Track.,3,TREC,Unknown,Unknown,2019,"Piyush Arora, Abhishek Kaushik, Gareth JF Jones"
1893,About Sound and Vision: CLEF Beyond Text Retrieval Tasks,3,Unknown,"Springer, Cham",Unknown,2019,Gareth JF Jones
1894,Procrastination is the Thief of Time: Evaluating the Effectiveness of Proactive Search Systems,3,Unknown,Unknown,Unknown,2018,"Procheta Sen, Debasis Ganguly, Gareth Jones"
1895,Identification of emphasised regions in audio-visual presentations,3,"Proceedings of the 4th European and 7th Nordic Symposium on Multimodal Communication (MMSYM 2016), Copenhagen, 29-30 September 2016",Linköping University Electronic Press,Unknown,2017,"Keith Curtis, Gareth JF Jones, Nick Campbell"
1896,Identifying useful and important information within retrieved documents,3,Unknown,Unknown,Unknown,2017,"Piyush Arora, Gareth JF Jones"
1897,Identifying effective translations for cross-lingual arabic-to-english user-generated speech search,3,Unknown,Association for Computational Linguistics,Unknown,2017,"Ahmad Khwileh, Haithem Afli, Gareth JF Jones, Andy Way"
1898,On the effectiveness of contextualisation techniques in spoken query spoken content retrieval,3,Unknown,Unknown,Unknown,2016,"David N Racca, Gareth JF Jones"
1899,Investigating segment-based query expansion for user-generated spoken content retrieval,3,2016 14th International Workshop on Content-Based Multimedia Indexing (CBMI),IEEE,Unknown,2016,"Ahmad Khwileh, Gareth JF Jones"
1900,An investigation of cross-language information retrieval for user-generated internet video,3,International Conference of the Cross-Language Evaluation Forum for European Languages,"Springer, Cham",Unknown,2015,"Ahmad Khwileh, Debasis Ganguly, Gareth JF Jones"
1901,DCU at the NTCIR-11 SpokenQuery&Doc task,3,Unknown,Unknown,Unknown,2014,"David Racca, Gareth JF Jones"
1902,Dcu@ fire-2014: fuzzy queries with rule-based normalization for mixed script information retrieval,3,Unknown,Unknown,Unknown,2014,"Debasis Ganguly, Santanu Pal, Gareth JF Jones"
1903,D7. 2 Meta-analysis of the first phase of empirical and user-centered evaluations,3,Unknown,Unknown,Khresmoi public deliverable,2013,"Lorraine Goeuriot, Olivier Hamon, Allan Hanbury, Gareth Jones, Liadh Kelly, Johannes Leveling, Joshua Robertson, Ales Tamchyna"
1904,Mediaeval 2013 visual privacy task: Warping-based privacy protection tool,3,Unknown,Unknown,CEUR Workshop Proceedings,2013,"Pavel Korshunov, Touradj Ebrahimi"
1905,"The 36th International ACM SIGIR conference on research and development in Information Retrieval, SIGIR’13, Dublin, Ireland-July 28-August 01, 2013",3,Unknown,ACM,Unknown,2013,"Gareth JF Jones, Paraic Sheridan, Diane Kelly, MD Rijke, Tetsuya Sakai"
1906,Method of and a system for retrieving information,3,Unknown,Unknown,Unknown,2012,Unknown
1907,Towards evaluation of personalized and collaborative information retrieval,3,Unknown,Unknown,Unknown,2011,"Debasis Ganguly, Johannes Leveling, Wei Li, Gareth JF Jones"
1908,Segmenting and summarizing general events in a long-term lifelog,3,Unknown,Unknown,Unknown,2011,"Yi Chen, Gareth JF Jones, Debasis Ganguly"
1909,DCU at MediaEval 2011: Rich Speech Retrieval,3,Unknown,CEUR Proceedings of the MediaEval 2011 Workshop,Unknown,2011,"Maria Eskevich, Gareth JF Jones"
1910,DCU and ISI@ INEX 2010: Adhoc and data-centric tracks,3,International Workshop of the Initiative for the Evaluation of XML Retrieval,"Springer, Berlin, Heidelberg",Unknown,2010,"Debasis Ganguly, Johannes Leveling, Gareth JF Jones, Sauparna Palchowdhury, Sukomal Pal, Mandar Mitra"
1911,An affect-based video retrieval system with open vocabulary querying,3,International Workshop on Adaptive Multimedia Retrieval,"Springer, Berlin, Heidelberg",Unknown,2010,"Ching Hau Chan, Gareth JF Jones"
1912,Query recovery of short user queries: on query expansion with stopwords,3,Unknown,Unknown,Unknown,2010,"Johannes Leveling, Gareth JF Jones"
1913,Document expansion for text-based image retrieval at WikipediaMM 2010,3,Unknown,Unknown,Unknown,2010,"Jinming Min, Johannes Leveling, Gareth JF Jones"
1914,Memory support for desktop search,3,Unknown,Unknown,Unknown,2010,"Yi Chen, Liadh Kelly, Gareth JF Jones"
1915,Digital life stories: narrating personal experience from SenseCam collections,3,Unknown,Unknown,Unknown,2009,"Daragh Byrne, Gareth JF Jones"
1916,Exploring digital elements for visualizing time in personal information re-finding,3,Unknown,Unknown,Unknown,2009,"Yi Chen, Gareth JF Jones"
1917,Hybrid and interactive domain-specific translation for multilingual access to digital libraries,3,Unknown,"Springer, Berlin, Heidelberg",Unknown,2009,"Gareth JF Jones, Marguerite Fuller, Eamonn Newman, Ying Zhang"
1918,Multimedia retrieval in MultiMatch: The impact of speech transcript errors on search behaviour,3,Unknown,Unknown,Unknown,2008,"James Carmichael, Paul Clough, Eamonn Newman, Gareth JF Jones"
1919,Visualising bluetooth interactions: Combining the arc diagram and docuburst techniques,3,Unknown,British Computer Society,Unknown,2007,"Daragh Byrne, Barry Lavelle, Gareth JF Jones, Alan F Smeaton"
1920,Dublin City University at CLEF 2006: experiments for the ImageCLEF photo collection standard ad hoc task,3,Workshop of the Cross-Language Evaluation Forum for European Languages,"Springer, Berlin, Heidelberg",Unknown,2006,"Kieran McDonald, Gareth JF Jones"
1921,Object-based access to TV rushes video,3,European Conference on Information Retrieval,"Springer, Berlin, Heidelberg",Unknown,2006,"Alan F Smeaton, Gareth JF Jones, Hyowon Lee, Noel E O’Connor, Sorin Sav"
1922,Automated Annotation of Multimedia Audio Data with Affective Labels for Information Management.,3,PRIS,Unknown,Unknown,2005,"Ching Hau Chan, Gareth JF Jones"
1923,Exeter at CLEF 2003: Cross-language spoken document retrieval experiments,3,Workshop of the Cross-Language Evaluation Forum for European Languages,"Springer, Berlin, Heidelberg",Unknown,2003,"Gareth JF Jones, Adenike Lam-Adesina"
1924,Cross-language information retrieval: consolidating and moving forwards,3,Unknown,Springer Berlin,Unknown,2002,Gareth JF Jones
1925,Incremental relevance feedback in japanese text retrieval,3,Unknown,Kluwer Academic Publishers,Information Retrieval,2000,"Gareth Jones, Tetsuya Sakai, Masahiro Kajiura, Kazuo Sumita"
1926,Spoken document retrieval-a multimedia tool,3,Unknown,University of Nevada,Proceedings of the 4th Annual Symposium on Document Analysis and Information Retrieval,1995,"K Sparck Jones, J Foote, G Jones, SJ Young"
1927,Retrieving spoken documents: VMR project experiments,3,Unknown,"University of Cambridge, Computer Laboratory",Unknown,1995,"K Spärck Jones, GJF Jones, JT Foote, SJ Young"
1928,Spoken document retrieval-a multimedia tool,3,Unknown,Unknown,The 4th Annual Symposium on Document Analysis and Information Retrieval,1995,"K Sparck Jones, J Foote, G Jones, SJ Young"
1929,Training and application of integrated grammar/bigram language models,3,International Colloquium on Grammatical Inference,"Springer, Berlin, Heidelberg",Unknown,1994,"Jeremy H Wright, Gareth JF Jones, Harvey Lloyd-Thomas"
1930,Multi-view conversational search interface using a dialogue-based agent,2,European Conference on Information Retrieval,"Springer, Cham",Unknown,2021,"Abhishek Kaushik, Nicolas Loir, Gareth JF Jones"
1931,AlphaMWE: Construction of multilingual parallel corpora with MWE annotations,2,Unknown,Unknown,arXiv preprint arXiv:2011.03783,2020,"Lifeng Han, Gareth Jones, Alan Smeaton"
1932,Response to LiveBot: Generating Live Video Comments Based on Visual and Textual Contexts,2,Unknown,Unknown,arXiv preprint arXiv:2006.03022,2020,"Hao Wu, Gareth JF Jones, Francois Pitie"
1933,DCU at the FIRE 2020 Retrieval from Conversational Dialogues (RCD) task.,2,FIRE (Working Notes),Unknown,Unknown,2020,"Abhishek Kaushik, Vishal Bhat Ramachandra, Gareth JF Jones"
1934,Multimodal Speaker Adaptation of Acoustic Model and Language Model for Asr Using Speaker Face Embedding,2,"ICASSP 2019-2019 IEEE International Conference on Acoustics, Speech and Signal Processing (ICASSP)",IEEE,Unknown,2019,"Yasufumi Moriya, Gareth JF Jones"
1935,A Two-stage Transfer Learning Approach for Storytelling Linking.,2,TRECVID,Unknown,Unknown,2018,"Hao Wu, Gareth JF Jones, François Pitié, Séamus Lawless"
1936,A non-parametric topical relevance model,2,Unknown,Springer Netherlands,Information Retrieval Journal,2018,"Debasis Ganguly, Gareth JF Jones"
1937,Development of an annotated multimodal dataset for the investigation of classification and summarisation of presentations using high-level paralinguistic features,2,Proceedings of the Eleventh International Conference on Language Resources and Evaluation (LREC 2018),Unknown,Unknown,2018,"Keith Curtis, Nick Campbell, Gareth Jones"
1938,A proposed method for laboratory-based evaluation of personalised information retrieval,2,Unknown,Unknown,Proceedings of WEPIR 2018,2018,"Gareth JF Jones, Gabriella Pasi, Andrea Angiolillo, Camilla Sanvitto"
1939,Summarising Academic Presentations using Linguistic and Paralinguistic Features.,2,VISIGRAPP (2: HUCAPP),Unknown,Unknown,2018,"Keith Curtis, Gareth JF Jones, Nick Campbell"
1940,Evaluation of Personalised Information Retrieval at CLEF 2017 (PIR-CLEF): Towards a Reproducible Evaluation Framework for PIR.,2,CLEF (Working Notes),Unknown,Unknown,2017,"Gabriella Pasi, Gareth JF Jones, Stefania Marrara, Camilla Sanvitto, Debasis Ganguly, Procheta Sen"
1941,Comparative evaluation of query expansion methods for enhanced search on microblog data: DCU ADAPT@ SMERP 2017 workshop data challenge,2,Unknown,CEUR-WS,Unknown,2017,"Wei B Li, Gareth JF Jones"
1942,Nearest neighbour based transformation functions for text classification: A case study with stackoverflow,2,Unknown,Unknown,Unknown,2016,"Piyush Arora, Debasis Ganguly, Gareth JF Jones"
1943,Position paper: Promoting user engagement and learning in search tasks by effective document representation,2,Unknown,CEUR,Unknown,2016,"Piyush Arora, Gareth JF Jones"
1944,"Overview of the 2015 workshop on speech, language and audio in multimedia",2,Unknown,Unknown,Unknown,2015,"Guillaume Gravier, Gareth F Jones, Martha Larson, Roeland Ordelman"
1945,Enhancing medical information retrieval by exploiting a content-based recommender method,2,International Conference of the Cross-Language Evaluation Forum for European Languages,"Springer, Cham",Unknown,2015,"Wei Li, Gareth JF Jones"
1946,DCU ADAPT@ TRECVid 2015: Video Hyperlinking Task.,2,TRECVID,Unknown,Unknown,2015,"Shu Chen, Keith Curtis, David Nicolas Racca, Liting Zhou, Gareth JF Jones, Noel E O'Connor"
1947,"Report on CLEF 2015: Experimental IR Meets Multilinguality, Multimodality, and Interaction",2,Unknown,Unknown,Unknown,2015,"Linda Cappellato, Nicola Ferro, Gareth JF Jones, Jaap Kamps, Josiane Mothe, Karen Pinel-Sauvagnat, Eric San Juan, Jacques Savoy"
1948,Recording and Analyzing Benchmarking Results: The Aims of the MediaEval Working Notes Proceedings.,2,MediaEval,Unknown,Unknown,2015,"Martha A Larson, Gareth JF Jones, Bogdan Ionescu, Mohammad Soleymani, Guillaume Gravier"
1949,Khresmoi professional: multilingualsSemantic search for medical professionals,2,Unknown,Unknown,Unknown,2013,"Liadh Kelly, Allan Hanbury, Gareth JF Jones, Lorraine Goeuriot, Henning Mueller"
1950,A study into annotation ranking metrics in geo-tagged image corpora,2,Unknown,Unknown,Unknown,2012,"Mark Hughes, Gareth JF Jones, Noel E O'Connor"
1951,Considering subjects and scenarios in large-scale user-centered evaluation of a multilingual multimodal medical search system,2,Unknown,Unknown,Unknown,2012,"Liadh Kelly, Lorraine Goeuriot, Gareth JF Jones"
1952,A machine learning approach to determining tag relevance in geotagged Flickr imagery,2,2012 13th International Workshop on Image Analysis for Multimedia Interactive Services,IEEE,Unknown,2012,"Mark Hughes, Noel E O'Connor, Gareth JF Jones"
1953,Panel presentation,2,Unknown,Unknown,Unknown,2012,"Gareth Jones, Jussi Karlgren, Karl Kreiner, Henning Müller, Sanna Salanterä"
1954,Towards' Cranfield'test collections for personal data search evaluation,2,Unknown,Unknown,Unknown,2011,"Liadh Kelly, Gareth JF Jones"
1955,A new metric for patent retrieval evaluation,2,Unknown,Unknown,Unknown,2010,"Walid Magdy, Gareth JF Jones"
1956,DCU's experiments in NTCIR-8 IR4QA task,2,Unknown,National Institute of Informatics,Unknown,2010,"Jinming Min, Jie Jiang, Johannes Leveling, Gareth JF Jones, Andy Way"
1957,Document expansion for text-based image retrieval at CLEF 2009,2,Workshop of the Cross-Language Evaluation Forum for European Languages,"Springer, Berlin, Heidelberg",Unknown,2009,"Jinming Min, Peter Wilkins, Johannes Leveling, Gareth JF Jones"
1958,CLEF 2008,2,Unknown,Springer,Unknown,2009,"Carol Peters, T Deselaers, N Ferro, J Gonzalo, G Jones, M Kurimo, T Mandl, A Peñas, V Petras"
1959,Semi-automatic semantic enrichment of raw sensor data,2,Unknown,Springer-Verlag,Unknown,2007,"Nicolas Legeay, Mark Roantree, Gareth JF Jones, Noel E O'Connor, Alan F Smeaton"
1960,一种基于基本语义单元合成 Petri 网的足球视频查询描述模型,2,Unknown,Unknown,计算机研究与发展,2006,老松杨， 黄广连， Alan F Smeaton， Gareth J F. Jones， Hyowon Lee
1961,Beyond English text: Multilingual and multimedia information retrieval,2,Unknown,"Springer, Dordrecht",Unknown,2005,Gareth JF Jones
1962,Mediassist: Managing personal digital photo archives,2,Unknown,ERCIM,ERCIM News,2005,"Noel Murphy, Cathal Gurrin, Gareth JF Jones"
1963,Integrated intelligent knowledge management,2,Unknown,Unknown,Achieving Human-Level Intelligence through Integrated Systems and Research: Papers from the AAAI 2004 Fall Symposium,2004,GF Jones
1964,Context-aware retrieval for pervasive computing environments,2,Unknown,Unknown,"IEEE International Conference Proceedings on Pervasive Computing, Zurich, Switzerland (August 2002)",2002,"PJ Brown, GJF Jones"
1965,Using Java to embed complex simulation media into surgical training environments,2,Proceedings 2000 IEEE EMBS International Conference on Information Technology Applications in Biomedicine. ITAB-ITIS 2000. Joint Meeting Third IEEE EMBS International Conference on Information Technol,IEEE,Unknown,2000,"S Grange, G Jones, T Bunker"
1966,Exploring the incorporation of acoustic information into term weights for spoken document retrieval,2,Unknown,Unknown,Proceedings of the BCS Information Retrieval Specialist Group Colloquium on Information Retrieval Research,2000,Gareth JF Jones
1967,Cross-Language Information Access a case study for English and Japanese,2,Unknown,Unknown,情報処理学会研究報告自然言語処理 (NL),1998,"Gareth Jones, Nigel Collier, Tetsuya Sakai, Kazuo Sumita, Hideki Hirakawa"
1968,Video Mail Retrieval using voice: Report on topic spotting,2,Unknown,"University of Cambridge, Computer Laboratory",Unknown,1997,"GJF Jones, JT Foote, K Sparck Jones, SJ Young"
1969,Application of linguistic models to continuous speech recognition.,2,Unknown,Unknown,Unknown,1994,Gareth James Francis Jones
1970,Language model training and robust parsing for speech recognition,2,Unknown,Unknown,Unknown,1994,"JHG Wright, GJF Jones, H Lloyd-Thomas"
1971,Investigating Automated Mechanisms for Multi-Modal Prediction of User Online-Video Commenting Behaviour,1,2021 International Conference on Content-Based Multimedia Indexing (CBMI),IEEE,Unknown,2021,"Hao Wu, François Pitié, Gareth JF Jones"
